absence_id,employee_id,absence_type,plan_code,start_date,end_date,duration_days,applied_date,approved_by,approval_date,absence_status,reason,remarks,half_day_flag,attachment_provided,department,location
ABSPGD6C3ZMC,EMP00571,Bereavement Leave,CO-PLAN-06,2025-01-04,2025-01-17,14,2024-12-08,EMP00002,2024-12-10,Withdrawn,Child Care,,Y,Yes,Legal,Bengaluru
ABSK4XYZKWPM,EMP00579,Unpaid Leave,CO-PLAN-06,2024-12-06,2024-12-12,7,2024-11-16,EMP00035,2024-11-20,Approved,Vacation,,N,No,Operations,New York
ABSWXAZ87OUN,EMP00624,Unpaid Leave,PL-PLAN-05,2023-07-11,2023-07-11,1,2023-06-23,EMP00024,2023-06-27,Withdrawn,Family,Pre-planned,N,No,Sales,Dubai
ABSZRV6JYHZ1,,Compensatory Off,PL-PLAN-05,2022-05-14,2022-05-24,18,2022-04-29,EMP00047,2022-04-30,Approved,Other,Pre-planned,N,No,Sales,Singapore
ABSD0S3QQIL7,EMP00162,Bereavement Leave,CL-PLAN-03,2024-04-28,2024-05-02,5,2024-03-30,EMP00022,2024-04-04,Cancelled,Medical Appointment,,N,Yes,Sales,London
ABS47D9FR9Z8,EMP00229,Sick Leave,BL-PLAN-08,2023-03-05,2023-03-13,9,2023-02-08,EMP00039,2023-02-10,Approved,Vacation,,N,No,Sales,Bengaluru
ABSR1XZOQZHH,EMP00060,Annual Leave,CL-PLAN-03,2023-12-30,2024-01-04,6,2023-12-20,EMP00043,2023-12-25,Rejected,Travel,Pre-planned,N,N/A,Finance,Sydney
ABSHLTAE7SKP,EMP00259,Compensatory Off,UL-PLAN-07,2023-06-16,2023-06-16,1,2023-06-11,EMP00003,2023-06-16,Withdrawn,Medical,Pre-planned,N,Yes,Finance,New York
ABSS7UHPEW76,EMP00293,Annual Leave,ML-PLAN-04,,2022-06-07,0,2022-05-15,EMP00037,2022-05-18,Withdrawn,Medical Appointment,,Y,Yes,Engineering,New York
ABSAXN47URS2,EMP00578,Sick Leave,CL-PLAN-03,2022-11-30,2022-11-30,1,2022-11-23,EMP00042,2022-11-24,Pending,Travel,Urgent,N,Yes,Legal,Dubai
ABS54MZI06Z4,EMP00034,Annual Leave,BL-PLAN-08,2024-08-16,2024-08-20,5,2024-08-07,EMP00008,2024-08-12,Approved,Marriage,,N,N/A,Marketing,Mumbai
ABSBT3Y9TMAZ,EMP00728,Maternity Leave,ML-PLAN-04,2023-08-18,2023-08-22,5,2023-08-08,EMP00034,2023-08-11,Rejected,Other,,N,Yes,Human Resources,Bengaluru
ABS5JM3Q10C7,EMP00301,Compensatory Off,ML-PLAN-04,2024-06-24,2024-06-25,2,2024-06-14,EMP00011,2024-06-15,Approved,Medical Appointment,,N,Yes,Legal,Toronto
ABSOSE66YNW0,EMP00238,Annual Leave,AL-PLAN-01,2024-04-03,2024-04-11,9,2024-03-12,EMP00041,2024-03-17,Pending,Medical,Pre-planned,Y,No,Operations,Toronto
ABS0F3E2JLUG,EMP00746,Work From Home,CL-PLAN-03,2025-02-13,2025-02-15,3,2025-01-28,EMP00007,2025-02-02,Withdrawn,Marriage,Urgent,N,No,Marketing,Bengaluru
ABS53PG1UU4K,EMP00733,Casual Leave,SL-PLAN-02,2024-10-29,2024-11-03,6,2024-10-17,EMP00049,2024-10-22,Rejected,Other,Recurring,N,Yes,Finance,Singapore
ABSJIHXOFF34,EMP00209,Casual Leave,PL-PLAN-05,2024-03-03,2024-03-07,5,2024-02-10,EMP00025,2024-02-11,Rejected,Marriage,,Y,Yes,Human Resources,Dubai
ABSJITBV568S,EMP00556,Bereavement Leave,UL-PLAN-07,2025-03-02,2025-03-12,11,2025-02-16,EMP00035,2025-02-19,Cancelled,Travel,,Y,N/A,Marketing,Sydney
ABSOKKQ4BUZA,EMP00203,UNKNOWN_TYPE_XYZ,CO-PLAN-06,2024-03-01,2024-02-27,7,2024-02-25,EMP00044,2024-02-28,Approved,Travel,Pre-planned,N,No,Operations,Sydney
ABSWIZBGZNXQ,EMP00153,Compensatory Off,AL-PLAN-01,2025-01-21,2025-01-26,6,2025-01-01,EMP00002,2025-01-02,Cancelled,Medical,Pre-planned,N,Yes,Legal,London
ABS64Y9IGIA1,EMP00770,Unpaid Leave,AL-PLAN-01,2023-05-01,2023-05-06,6,2023-04-18,EMP00017,2023-04-22,Approved,Medical Appointment,Urgent,N,Yes,Legal,Singapore
ABSFM18J00MM,EMP00037,Work From Home,UL-PLAN-07,2023-12-05,2023-12-11,7,2023-11-29,EMP00009,2023-12-04,Rejected,Medical,None,N,Yes,Human Resources,London
ABSPKYIZLN3H,EMP00695,Work From Home,BL-PLAN-08,2024-05-05,2024-05-11,7,2024-04-13,EMP00031,2024-04-18,Pending,Other,,N,No,Sales,Singapore
ABS58KL8F8ZZ,EMP00737,Sick Leave,CL-PLAN-03,2024-01-06,2024-01-06,1,2023-12-14,EMP00002,2023-12-16,Cancelled,Child Care,,Y,Yes,Operations,Toronto
ABSV1EHV9DB7,EMP00108,Compensatory Off,ML-PLAN-04,2023-05-10,2023-05-10,1,2023-04-23,EMP00020,2023-04-25,Cancelled,Medical,None,N,No,Sales,Bengaluru
ABSKLNTPETGX,EMP00491,Compensatory Off,SL-PLAN-02,2023-12-26,2023-12-31,6,2023-12-21,EMP00043,2023-12-22,Rejected,Emergency,Recurring,N,Yes,Marketing,Mumbai
ABSTY4TWY9HX,EMP00561,Bereavement Leave,CL-PLAN-03,2023-08-10,2023-08-13,4,2023-07-11,EMP00044,2023-07-13,Approved,Personal,Recurring,Y,Yes,Human Resources,London
ABSJQ5N0QQ7I,EMP00206,Sick Leave,CL-PLAN-03,2022-07-18,2022-07-26,9,2022-06-25,EMP00048,2022-06-29,Withdrawn,Travel,,N,No,Finance,Mumbai
ABSL7LDMYV2M,,Bereavement Leave,CL-PLAN-03,,2024-09-24,-1,2024-10-07,EMP00031,2024-09-10,Rejected,COVID-19,None,N,Yes,Operations,Singapore
ABSRGKXCWPQ5,EMP00735,Casual Leave,PL-PLAN-05,2023-09-29,2023-09-29,1,2023-09-19,EMP00040,2023-09-21,Pending,Emergency,,Y,Yes,Engineering,New York
ABS3RVNWPF1O,EMP00442,Annual Leave,AL-PLAN-01,2022-06-21,2022-06-21,1,2022-06-16,EMP00004,2022-06-20,Rejected,Marriage,,Y,No,Marketing,New York
ABSYPQDF6977,EMP00019,Annual Leave,CL-PLAN-03,2024-12-15,2024-12-19,5,2024-11-20,EMP00012,2024-11-21,Withdrawn,Travel,,Y,Yes,Sales,New York
ABSFG84FU5NU,EMP00004,Compensatory Off,UL-PLAN-07,2024-02-07,2024-02-09,3,2024-01-27,EMP00004,2024-01-28,Rejected,Personal,None,N,Yes,Human Resources,London
ABSAL6EX7GS4,EMP00438,Work From Home,AL-PLAN-01,2022-11-05,2022-11-07,13,2022-10-08,EMP00001,2022-10-13,Pending,Child Care,Urgent,N,Yes,Product,Dubai
ABSSN60WEEZ8,EMP00625,Compensatory Off,CO-PLAN-06,2022-09-08,2022-09-20,13,2022-08-14,EMP00017,2022-08-19,Cancelled,Child Care,None,N,Yes,Marketing,Dubai
ABSNETS29ZUJ,EMP00055,Bereavement Leave,SL-PLAN-02,2022-03-28,2022-04-08,12,2022-03-21,EMP00017,2022-03-23,Pending,Emergency,Pre-planned,Y,Yes,Marketing,Singapore
ABS22J4IO0YM,EMP00610,Sick Leave,UL-PLAN-07,2022-10-02,2022-10-15,14,2022-09-07,EMP00001,2022-09-11,Pending,Child Care,,N,N/A,Sales,Mumbai
ABSML47S5386,EMP00780,Work From Home,SL-PLAN-02,2024-02-21,2024-03-02,11,2024-01-23,EMP00012,2024-01-25,Withdrawn,Child Care,,N,Yes,Legal,Bengaluru
ABS66NVIBQ5B,EMP00460,Annual Leave,SL-PLAN-02,2022-04-09,2022-04-06,4,2022-04-05,EMP00043,2022-04-08,Withdrawn,COVID-19,,N,No,Legal,Toronto
ABSBM3QVNZXU,EMP00165,Casual Leave,CO-PLAN-06,2023-07-27,2023-08-03,8,2023-07-03,EMP00035,2023-07-05,Pending,Medical Appointment,,N,N/A,Human Resources,London
ABSJRW7I5M00,EMP00403,Compensatory Off,ML-PLAN-04,2024-01-02,2024-01-09,8,2023-12-13,EMP00025,2023-12-16,Rejected,Travel,Recurring,N,Yes,Marketing,Mumbai
ABSLLEA1LVB2,EMP00324,Unpaid Leave,ML-PLAN-04,2024-02-03,2024-02-15,13,2024-01-26,EMP00028,2024-01-29,Rejected,Medical,Urgent,N,Yes,Sales,Toronto
ABS8AFSHIGRN,EMP00253,Sick Leave,CL-PLAN-03,2022-12-26,2023-01-07,13,2022-12-22,EMP00004,2022-12-24,Approved,Marriage,,N,No,Operations,Singapore
ABS4B16L4LR5,EMP00761,Work From Home,PL-PLAN-05,2022-07-19,2022-07-23,0,2022-06-24,EMP00016,2022-06-29,Cancelled,Emergency,Urgent,N,N/A,Sales,Mumbai
ABSD3D7L1RC5,EMP00736,Unpaid Leave,SL-PLAN-02,2023-09-19,2023-09-29,11,2023-08-24,EMP00001,2023-08-27,Cancelled,COVID-19,None,N,Yes,Engineering,Bengaluru
ABSVDGRCAPUM,EMP00492,Maternity Leave,AL-PLAN-01,2024-10-28,2024-11-07,11,2024-10-27,EMP00008,2024-10-28,Approved,Medical,,N,No,Product,Toronto
ABSDA4PW3KRZ,EMP00788,Work From Home,BL-PLAN-08,2025-01-08,2025-01-17,10,2024-12-11,EMP00001,2024-12-16,Withdrawn,Travel,Recurring,Y,Yes,Finance,Toronto
ABSHYWUDAO4G,EMP00006,Sick Leave,SL-PLAN-02,2024-06-05,2024-06-12,8,2024-05-23,EMP00041,2024-05-27,Rejected,Travel,,Y,N/A,Finance,Toronto
ABSFKRJ03JWR,EMP00545,UNKNOWN_TYPE_XYZ,CO-PLAN-06,,2023-02-26,21,2023-02-24,EMP00020,2023-03-01,UNKNOWN,Family,,N,Yes,Operations,Bengaluru
ABS2Y17CCQAW,EMP00470,Casual Leave,CL-PLAN-03,2022-07-16,2022-07-19,4,2022-07-14,EMP00039,2022-07-17,Pending,Medical,,N,No,Engineering,Bengaluru
ABSAW2YITF9D,EMP00771,Unpaid Leave,ML-PLAN-04,2022-10-27,2022-11-05,10,2022-09-29,EMP00028,2022-10-01,Cancelled,Child Care,Urgent,N,No,Operations,Sydney
ABSYENBMUV9L,EMP00113,Bereavement Leave,CL-PLAN-03,2022-05-23,2022-06-05,14,2022-05-13,EMP00006,2022-05-18,Pending,Personal,Pre-planned,N,N/A,Marketing,Dubai
ABSMIY28ZXUQ,EMP00569,Casual Leave,BL-PLAN-08,2022-12-04,2022-12-05,2,2022-11-23,EMP00047,2022-11-25,Cancelled,Medical,,N,N/A,Product,Dubai
ABSWID6EW688,,Work From Home,UL-PLAN-07,2024-12-13,2024-12-24,12,2024-11-25,EMP00010,2024-11-28,Cancelled,Emergency,Recurring,Y,Yes,Human Resources,New York
ABSHEN6RQMM6,EMP00421,Compensatory Off,CO-PLAN-06,2024-06-17,2024-06-23,7,2024-06-06,EMP00025,2024-06-10,Withdrawn,Child Care,,N,Yes,Engineering,Dubai
ABSZ6SQFWS52,EMP00394,Casual Leave,AL-PLAN-01,2024-06-03,2024-06-04,2,2024-05-13,EMP00031,2024-05-16,Pending,Child Care,Pre-planned,N,No,Product,New York
ABSMWCGTG4G7,EMP00174,Compensatory Off,AL-PLAN-01,2022-11-08,2022-11-21,14,2022-10-24,EMP00014,2022-10-25,Approved,Personal,,N,No,Sales,Dubai
ABSKZF3UGR6L,EMP00070,Unpaid Leave,SL-PLAN-02,2023-12-22,2024-01-01,11,2023-11-24,EMP00040,2023-11-28,Cancelled,Emergency,,N,Yes,Human Resources,Mumbai
ABSYC3R1SYYG,EMP00117,Work From Home,SL-PLAN-02,2022-05-05,2022-05-02,2,2022-05-03,EMP00048,2022-05-05,Cancelled,Vacation,Pre-planned,N,No,Engineering,Dubai
ABSZ44J8GZIZ,EMP00544,Annual Leave,AL-PLAN-01,2022-05-28,2022-05-30,3,2022-05-09,EMP00038,2022-05-10,Withdrawn,Other,,N,Yes,Legal,New York
ABSM7SZTFCR9,EMP00793,Work From Home,PL-PLAN-05,2023-08-30,2023-09-06,8,2023-08-15,EMP00025,2023-08-16,Approved,Child Care,,Y,Yes,Human Resources,Dubai
ABSGQZUNWQYZ,EMP00201,Sick Leave,ML-PLAN-04,2022-01-27,2022-01-29,3,2022-01-03,EMP00016,2022-01-07,Approved,Other,Urgent,N,Yes,Legal,Toronto
ABSZLH4CU1BZ,EMP00745,Compensatory Off,SL-PLAN-02,2023-07-17,2023-07-30,14,2023-07-15,EMP00021,2023-07-16,Withdrawn,Vacation,Urgent,Y,Yes,Finance,London
ABS038HXFHKV,EMP00074,Maternity Leave,CO-PLAN-06,2024-01-28,2024-02-06,19,2024-01-10,EMP00005,2024-01-14,Approved,Family,Urgent,N,Yes,Legal,Dubai
ABS867LS249F,EMP00029,Maternity Leave,CO-PLAN-06,2022-01-31,2022-02-04,5,2022-01-27,EMP00030,2022-02-01,Cancelled,Travel,Recurring,N,Yes,Legal,Dubai
ABSY6YDBH28N,EMP00128,Bereavement Leave,UL-PLAN-07,2023-06-12,2023-06-21,10,2023-05-25,EMP00048,2023-05-30,Approved,Marriage,None,Y,Yes,Operations,New York
ABSB93JJI8AX,EMP00468,Maternity Leave,ML-PLAN-04,2024-04-30,2024-05-12,13,2024-04-20,EMP00013,2024-04-22,Withdrawn,Medical Appointment,,N,Yes,Legal,London
ABS0J9OXAVUZ,EMP00183,Casual Leave,BL-PLAN-08,2024-01-22,2024-01-26,5,2023-12-30,EMP00040,2024-01-02,Approved,Travel,Recurring,N,Yes,Marketing,Mumbai
ABSYSD4JIH7Q,EMP00145,Annual Leave,CL-PLAN-03,,2023-03-02,-1,2023-02-22,EMP00025,2023-02-27,Withdrawn,Child Care,Pre-planned,Y,Yes,Product,Dubai
ABSRE5631OMN,EMP00125,Sick Leave,PL-PLAN-05,2022-04-04,2022-04-09,6,2022-03-28,EMP00003,2022-03-31,Pending,COVID-19,,N,Yes,Operations,London
ABSZYTXZCAO7,EMP00216,Maternity Leave,AL-PLAN-01,2024-01-08,2024-01-08,1,2024-01-02,EMP00034,2024-01-07,Approved,Emergency,,N,Yes,Legal,Toronto
ABSKYHPCX3YK,EMP00296,Annual Leave,AL-PLAN-01,2023-10-09,2023-10-13,5,2023-09-24,EMP00038,2023-09-25,Approved,Child Care,None,N,N/A,Product,Mumbai
ABS6FX3Q3F6C,EMP00670,Bereavement Leave,AL-PLAN-01,2022-01-07,2022-01-12,6,2022-01-04,EMP00004,2022-01-08,Withdrawn,Child Care,,N,No,Human Resources,Mumbai
ABST47BK9ZJ9,EMP00775,Maternity Leave,SL-PLAN-02,2025-02-04,2025-02-10,7,2025-01-25,EMP00050,2025-01-30,Withdrawn,Personal,,Y,N/A,Product,London
ABS1YOP7G1HO,EMP00771,Maternity Leave,AL-PLAN-01,2022-03-03,2022-03-11,9,2022-02-25,EMP00004,2022-02-26,Rejected,Child Care,Pre-planned,N,Yes,Marketing,London
ABSDL03GSKUZ,EMP00715,Sick Leave,BL-PLAN-08,2024-11-06,2024-11-18,13,2024-10-10,EMP00013,2024-10-11,Approved,Family,,N,N/A,Sales,London
ABS67H1X2GH6,EMP00736,Casual Leave,CL-PLAN-03,2023-10-18,2023-10-27,10,2023-10-13,EMP00027,2023-10-15,Withdrawn,Marriage,,Y,Yes,Legal,Dubai
ABSUD7FGO2TJ,EMP00467,Annual Leave,PL-PLAN-05,2024-09-02,2024-09-14,13,2024-08-05,EMP00041,2024-08-06,Rejected,Other,Recurring,Y,Yes,Human Resources,London
ABSCA9FM4P74,,UNKNOWN_TYPE_XYZ,UL-PLAN-07,2024-12-09,2024-12-06,0,2024-12-19,EMP00040,2024-12-01,Rejected,Vacation,Pre-planned,N,Yes,Sales,Singapore
ABSS2LG5HR0P,EMP00310,Bereavement Leave,UL-PLAN-07,2024-11-17,2024-11-26,10,2024-10-26,EMP00017,2024-10-27,Rejected,Emergency,,Y,Yes,Finance,New York
ABSPILTZEVMX,EMP00264,Work From Home,PL-PLAN-05,2024-08-29,2024-09-03,6,2024-07-31,EMP00034,2024-08-05,Pending,COVID-19,Recurring,N,N/A,Product,Mumbai
ABSOOORZIUPH,EMP00110,Casual Leave,SL-PLAN-02,2024-01-06,2024-01-14,9,2023-12-25,EMP00003,2023-12-27,Pending,Family,,N,Yes,Human Resources,Mumbai
ABSE953SKS48,EMP00199,Unpaid Leave,CO-PLAN-06,2023-10-02,2023-10-09,8,2023-09-13,EMP00032,2023-09-15,Rejected,Other,,N,Yes,Legal,London
ABS6Z543D48D,EMP00700,Unpaid Leave,CO-PLAN-06,2024-10-13,2024-10-15,3,2024-09-20,EMP00019,2024-09-21,Cancelled,Emergency,,N,Yes,Operations,Toronto
ABSHESRQCGFF,EMP00035,Annual Leave,CO-PLAN-06,2022-06-02,2022-06-06,5,2022-05-26,EMP00002,2022-05-27,Cancelled,Marriage,,N,Yes,Marketing,Sydney
ABS1EU3G5C23,EMP00211,Compensatory Off,CO-PLAN-06,2024-11-20,2024-11-25,6,2024-10-24,EMP00003,2024-10-28,Cancelled,Medical,None,Y,No,Legal,Dubai
ABSUNEN7MBKB,EMP00075,Work From Home,UL-PLAN-07,2022-06-15,2022-06-22,8,2022-06-08,EMP00019,2022-06-11,Cancelled,Child Care,Recurring,N,N/A,Finance,New York
ABST3E3EPXZX,EMP00237,Compensatory Off,UL-PLAN-07,2024-01-25,2024-02-03,10,2024-01-23,EMP00013,2024-01-26,Approved,Other,None,N,N/A,Product,Singapore
ABS2QKPH5SF8,EMP00095,Annual Leave,BL-PLAN-08,,2025-03-14,2,2025-02-15,EMP00013,2025-02-19,Approved,Vacation,None,N,Yes,Human Resources,Dubai
ABS63BHOFQF8,EMP00668,Unpaid Leave,SL-PLAN-02,2024-06-20,2024-06-30,11,2024-05-25,EMP00018,2024-05-28,Rejected,Marriage,,N,Yes,Human Resources,Sydney
ABSEZX7ODQK8,EMP00363,Compensatory Off,UL-PLAN-07,2023-10-18,2023-10-23,6,2023-09-29,EMP00025,2023-10-03,Rejected,Personal,Urgent,N,Yes,Marketing,Mumbai
ABSUH3V7YC3A,EMP00607,Compensatory Off,BL-PLAN-08,2022-10-12,2022-10-14,3,2022-09-26,EMP00029,2022-09-29,Cancelled,Other,,Y,Yes,Sales,New York
ABS22MWP7IHE,EMP00145,Compensatory Off,CO-PLAN-06,2024-03-20,2024-04-02,14,2024-03-12,EMP00038,2024-03-13,Approved,Marriage,None,N,N/A,Operations,Singapore
ABSYSLXHCX5A,EMP00443,Maternity Leave,UL-PLAN-07,2024-02-06,2024-02-08,8,2024-01-11,EMP00013,2024-01-15,Pending,Medical,Recurring,N,Yes,Operations,Singapore
ABSGX7O55PGA,EMP00662,Unpaid Leave,BL-PLAN-08,2022-03-10,2022-03-11,2,2022-02-09,EMP00044,2022-02-14,Cancelled,Medical,Recurring,N,No,Product,London
ABS1N5ZCIW0M,EMP00309,Work From Home,AL-PLAN-01,2022-12-18,2022-12-19,2,2022-11-25,EMP00045,2022-11-26,Approved,Marriage,None,Y,Yes,Human Resources,New York
ABSV2W6YLPAD,EMP00576,Casual Leave,PL-PLAN-05,2024-10-04,2024-10-08,5,2024-09-05,EMP00027,2024-09-08,Rejected,Other,Urgent,N,Yes,Human Resources,Mumbai
ABSXDV18U910,EMP00293,Bereavement Leave,BL-PLAN-08,2022-09-16,2022-09-25,10,2022-09-08,EMP00015,2022-09-13,Pending,Medical,Recurring,N,No,Marketing,London
ABSIL4UW4KWW,EMP00048,Work From Home,CL-PLAN-03,2024-07-12,2024-07-09,9,2024-06-21,EMP00015,2024-06-25,Pending,Personal,Pre-planned,N,Yes,Legal,Toronto
ABSVG92G57G9,EMP00123,Maternity Leave,SL-PLAN-02,2023-08-23,2023-09-05,14,2023-08-16,EMP00013,2023-08-19,Withdrawn,Emergency,,N,Yes,Finance,Singapore
ABSFXF0F8CSN,EMP00232,Casual Leave,PL-PLAN-05,2022-10-08,2022-10-15,8,2022-09-24,EMP00014,2022-09-25,Withdrawn,Child Care,Pre-planned,Y,Yes,Human Resources,Bengaluru
ABSXQTQS9IOK,EMP00516,Work From Home,CO-PLAN-06,2022-08-09,2022-08-12,4,2022-07-11,EMP00028,2022-07-12,Cancelled,Family,None,N,N/A,Marketing,New York
ABSIDP4MT0D6,EMP00697,Unpaid Leave,CL-PLAN-03,2023-10-30,2023-11-06,8,2023-10-10,EMP00039,2023-10-15,Pending,COVID-19,Pre-planned,Y,Yes,Operations,London
ABSZOCCLD53J,,Casual Leave,SL-PLAN-02,2024-07-11,2024-07-14,4,2024-06-13,EMP00049,2024-06-16,Approved,COVID-19,Recurring,N,Yes,Engineering,Sydney
ABSDLLXTRLK8,EMP00031,Sick Leave,CO-PLAN-06,2023-04-20,2023-05-02,13,2023-04-06,EMP00027,2023-04-07,Pending,COVID-19,,Y,N/A,Product,Dubai
ABS01IU6KHMS,EMP00493,Maternity Leave,AL-PLAN-01,2023-08-02,2023-08-08,7,2023-07-16,EMP00046,2023-07-18,Pending,Vacation,,Y,No,Sales,Sydney
ABSRICCGQMAG,EMP00472,Sick Leave,CO-PLAN-06,2023-11-29,2023-12-04,6,2023-11-03,EMP00009,2023-11-05,Rejected,Travel,,N,No,Operations,Singapore
ABSH364P8RNH,EMP00608,Unpaid Leave,SL-PLAN-02,2023-04-03,2023-04-07,5,2023-03-26,EMP00046,2023-03-27,Cancelled,Emergency,Recurring,N,Yes,Human Resources,Sydney
ABSHK7ATY6UI,EMP00495,UNKNOWN_TYPE_XYZ,SL-PLAN-02,,2024-08-06,-1,2024-07-20,EMP00037,2024-07-24,UNKNOWN,Emergency,,N,Yes,Engineering,Dubai
ABSMP2ILH7YI,EMP00086,Bereavement Leave,SL-PLAN-02,2022-10-09,2022-10-19,11,2022-09-21,EMP00033,2022-09-22,Rejected,Travel,Urgent,N,Yes,Operations,Toronto
ABS0YFRVOQLB,EMP00010,Bereavement Leave,CL-PLAN-03,2023-01-04,2023-01-04,1,2022-12-24,EMP00042,2022-12-28,Rejected,Medical,Urgent,N,No,Product,Dubai
ABS9PX9NNP5L,EMP00649,Maternity Leave,AL-PLAN-01,2022-08-06,2022-08-15,10,2022-08-04,EMP00014,2022-08-09,Withdrawn,Vacation,Pre-planned,N,Yes,Sales,Dubai
ABS9H9Z4BCNN,EMP00323,Unpaid Leave,BL-PLAN-08,2024-07-27,2024-07-29,3,2024-06-28,EMP00003,2024-07-03,Withdrawn,Child Care,Recurring,Y,Yes,Product,New York
ABSZT42DB4VX,EMP00764,Sick Leave,BL-PLAN-08,2024-05-22,2024-05-28,0,2024-04-22,EMP00013,2024-04-27,Pending,Vacation,Urgent,N,Yes,Marketing,New York
ABSROTYRRX33,EMP00746,Casual Leave,AL-PLAN-01,2025-02-10,2025-02-19,10,2025-02-05,EMP00030,2025-02-08,Pending,Medical,None,N,Yes,Human Resources,London
ABSYLICTB70R,EMP00624,Annual Leave,CO-PLAN-06,2023-05-29,2023-05-30,2,2023-05-28,EMP00044,2023-06-02,Cancelled,Other,Urgent,N,Yes,Operations,Singapore
ABSM4R70K580,EMP00031,Compensatory Off,SL-PLAN-02,2022-08-24,2022-08-29,6,2022-08-23,EMP00027,2022-08-28,Pending,Medical,Recurring,N,No,Finance,Dubai
ABSSMG9MEJK4,EMP00577,Unpaid Leave,CO-PLAN-06,2023-04-11,2023-04-11,1,2023-04-05,EMP00002,2023-04-07,Approved,Personal,,N,Yes,Engineering,Toronto
ABSOUZ6GX5JZ,EMP00689,Casual Leave,AL-PLAN-01,2025-01-02,2024-12-30,4,2024-12-16,EMP00015,2024-12-19,Cancelled,Medical,,N,No,Legal,Bengaluru
ABSUVLTZU2VE,EMP00443,Annual Leave,BL-PLAN-08,2024-02-21,2024-02-22,2,2024-02-17,EMP00030,2024-02-21,Approved,Family,,N,No,Operations,London
ABSG2NU9IPNZ,EMP00289,Casual Leave,CO-PLAN-06,2024-01-31,2024-02-11,12,2024-01-23,EMP00042,2024-01-24,Withdrawn,Medical,Pre-planned,N,Yes,Engineering,Singapore
ABSU11AZ8GE1,EMP00788,Annual Leave,CO-PLAN-06,2022-09-20,2022-09-23,4,2022-08-31,EMP00026,2022-09-02,Pending,Other,None,Y,Yes,Operations,London
ABS3BO0AO5Q1,EMP00282,Bereavement Leave,ML-PLAN-04,2023-10-31,2023-11-05,6,2023-10-12,EMP00015,2023-10-13,Cancelled,Personal,,Y,N/A,Human Resources,New York
ABS8P5VC369A,EMP00169,Annual Leave,UL-PLAN-07,2023-08-03,2023-08-11,16,2023-07-16,EMP00020,2023-07-20,Pending,Vacation,None,Y,No,Operations,Mumbai
ABSKW64XC84Y,EMP00749,Casual Leave,ML-PLAN-04,2022-08-12,2022-08-12,1,2022-07-26,EMP00031,2022-07-28,Rejected,Personal,Urgent,N,N/A,Marketing,Toronto
ABSRKPJRVJ52,EMP00438,Sick Leave,UL-PLAN-07,2024-11-18,2024-11-19,2,2024-10-24,EMP00013,2024-10-29,Withdrawn,COVID-19,None,N,N/A,Legal,Mumbai
ABSJQBIOS17H,EMP00614,Annual Leave,CO-PLAN-06,2022-04-17,2022-04-18,2,2022-04-03,EMP00035,2022-04-04,Withdrawn,Vacation,None,Y,No,Legal,Bengaluru
ABSV1IQXDNDY,EMP00678,Maternity Leave,CO-PLAN-06,2022-05-30,2022-05-30,1,2022-05-05,EMP00037,2022-05-10,Approved,Personal,Urgent,N,Yes,Product,Singapore
ABS3XAJDNQVW,,Sick Leave,PL-PLAN-05,,2024-09-03,5,2024-09-16,EMP00022,2024-08-18,Cancelled,Travel,Pre-planned,N,Yes,Finance,Toronto
ABSTNS25IKCL,EMP00017,Compensatory Off,CO-PLAN-06,2025-02-22,2025-03-07,14,2025-02-16,EMP00030,2025-02-18,Withdrawn,Other,,Y,Yes,Product,New York
ABSJH63DAJ50,EMP00353,Maternity Leave,AL-PLAN-01,2024-04-13,2024-04-19,7,2024-03-19,EMP00007,2024-03-24,Cancelled,Family,,Y,N/A,Product,New York
ABSTH835S1M5,EMP00489,Casual Leave,CO-PLAN-06,2024-11-29,2024-12-12,14,2024-11-05,EMP00033,2024-11-08,Rejected,Emergency,Pre-planned,Y,N/A,Engineering,Sydney
ABS7OWHA1JHM,EMP00212,Sick Leave,PL-PLAN-05,2025-03-07,2025-03-15,9,2025-03-06,EMP00042,2025-03-10,Pending,Medical,Recurring,N,Yes,Operations,New York
ABSQVSI4QVX2,EMP00369,Bereavement Leave,CL-PLAN-03,2025-02-11,2025-02-17,7,2025-01-31,EMP00039,2025-02-04,Withdrawn,Medical,Urgent,Y,No,Sales,Bengaluru
ABSZU8YHXP9C,EMP00611,Casual Leave,AL-PLAN-01,2023-07-12,2023-07-19,8,2023-06-26,EMP00019,2023-06-27,Cancelled,Other,None,Y,No,Engineering,Sydney
ABS6LXTS6N8C,EMP00767,Annual Leave,SL-PLAN-02,2023-12-22,2024-01-04,14,2023-11-25,EMP00040,2023-11-26,Pending,Family,Recurring,N,Yes,Sales,Toronto
ABSJIN4Q76ZE,EMP00773,Bereavement Leave,BL-PLAN-08,2022-02-16,2022-02-18,3,2022-02-06,EMP00029,2022-02-08,Rejected,Personal,,N,Yes,Product,Singapore
ABSBO203T5RO,EMP00027,Compensatory Off,SL-PLAN-02,2022-05-04,2022-05-16,13,2022-04-28,EMP00043,2022-04-29,Approved,Medical,,Y,Yes,Legal,Singapore
ABS43S9L735O,EMP00794,UNKNOWN_TYPE_XYZ,ML-PLAN-04,2024-06-04,2024-06-01,13,2024-05-29,EMP00019,2024-06-03,Rejected,COVID-19,,N,Yes,Sales,Bengaluru
